Date,Location,Gender,Count, Abandoning a child child neglect and cruelty, Abduction of person under  years of age, Aggravated burglary, Aggravated sexual assault, Arson, Assault causing harm poisoning, Attempts/threats to murder assaults harassments and related offences, Blackmail or extortion, Burglary (not aggravated), Burglary and related offences, Carjacking hijacking/unlawful seizure of aircraft/vessel, Controlled drug offences, Criminal damage (not arson), Cultivation or manufacture of drugs, Damage to property and to the environment, Dangerous driving causing serious bodily harm, Dangerous driving leading to death, Dangerous or negligent acts, Defilement of a boy or girl less than  years old, Discharging a firearm, Disorderly conduct, Driving/in charge of a vehicle under the influence of drugs, Driving/in charge of a vehicle while over legal alcohol limit, Endangering traffic offences, Endangerment with potential for serious harm/death, Explosives chemical weapons offences, False alarm/interference with aircraft or air transport facilities, False imprisonment, Fireworks offences, Fraud deception and related offences, Harassment and related offences, Homicide offences, Human trafficking offences, Importation of drugs, Infanticide, Kidnapping and related offences, Liquor licensing offences, Litter offences, Manslaughter, Murder, Murder-attempt, Murder-threat, Offences against government and its agents, Offences against government justice procedures and organisation of crime, Offences while in custody breach of court orders, Offensive weapons offences (n.e.c.), Organisation of crime and conspiracy to commit crime, Other assault, Other drug offences, Other sexual offences, Other thefts handling stolen property, Perverting the course of justice, Possession of a firearm, Possession of an article (with intent to burgle steal demand), Possession of drugs for personal use, Possession of drugs for sale or supply, Prostitution offences, Public order and other social code offences, Rape of a male or female, Regulated betting/money collection/trading offences, Robbery extortion and hijacking offences, Robbery from the person, Robbery of an establishment or institution, Robbery of cash or goods in transit, Sexual assault (not aggravated), Sexual offence involving mentally impaired person, Sexual offences, Social code offences (n.e.c.), Theft and related offences, Theft from person, Theft from shop, Theft/taking of vehicle and related offences, Trespass offences, Unseaworthy/dangerous use of boat or ship, Weapons and Explosives Offences,Month,Unemploy.u25,Unemploy.25+,Unemploy.allages
2006,Not Specified,Not Specified,460,300,12,285,16,1660,4007,15556,11,24298,24817,90,14231,41788,91,43588,24,78,19199,70,297,47248,117,18521,151,70,166,16,70,38,4336,1669,150,0,43,0,82,5648,140,12,60,8,97,237,9474,8969,2203,19,9775,606,59,38835,249,420,234,10492,2999,105,56598,366,417,2489,1254,1103,31,914,15,1440,818,74515,3591,18433,13656,2362,0,3124,5,38.9,104,65.1
2006,Not Specified,Not Specified,460,300,12,285,16,1660,4007,15556,11,24298,24817,90,14231,41788,91,43588,24,78,19199,70,297,47248,117,18521,151,70,166,16,70,38,4336,1669,150,0,43,0,82,5648,140,12,60,8,97,237,9474,8969,2203,19,9775,606,59,38835,249,420,234,10492,2999,105,56598,366,417,2489,1254,1103,31,914,15,1440,818,74515,3591,18433,13656,2362,0,3124,6,39.3,106.9,67.7
2006,Not Specified,Not Specified,460,300,12,285,16,1660,4007,15556,11,24298,24817,90,14231,41788,91,43588,24,78,19199,70,297,47248,117,18521,151,70,166,16,70,38,4336,1669,150,0,43,0,82,5648,140,12,60,8,97,237,9474,8969,2203,19,9775,606,59,38835,249,420,234,10492,2999,105,56598,366,417,2489,1254,1103,31,914,15,1440,818,74515,3591,18433,13656,2362,0,3124,7,39.6,110.5,70.9
2006,Not Specified,Not Specified,460,300,12,285,16,1660,4007,15556,11,24298,24817,90,14231,41788,91,43588,24,78,19199,70,297,47248,117,18521,151,70,166,16,70,38,4336,1669,150,0,43,0,82,5648,140,12,60,8,97,237,9474,8969,2203,19,9775,606,59,38835,249,420,234,10492,2999,105,56598,366,417,2489,1254,1103,31,914,15,1440,818,74515,3591,18433,13656,2362,0,3124,8,39.8,113.4,73.6
2006,Not Specified,Not Specified,460,300,12,285,16,1660,4007,15556,11,24298,24817,90,14231,41788,91,43588,24,78,19199,70,297,47248,117,18521,151,70,166,16,70,38,4336,1669,150,0,43,0,82,5648,140,12,60,8,97,237,9474,8969,2203,19,9775,606,59,38835,249,420,234,10492,2999,105,56598,366,417,2489,1254,1103,31,914,15,1440,818,74515,3591,18433,13656,2362,0,3124,9,38.5,110.2,71.8
2006,Not Specified,Not Specified,460,300,12,285,16,1660,4007,15556,11,24298,24817,90,14231,41788,91,43588,24,78,19199,70,297,47248,117,18521,151,70,166,16,70,38,4336,1669,150,0,43,0,82,5648,140,12,60,8,97,237,9474,8969,2203,19,9775,606,59,38835,249,420,234,10492,2999,105,56598,366,417,2489,1254,1103,31,914,15,1440,818,74515,3591,18433,13656,2362,0,3124,10,36.3,105.9,69.6
2006,Not Specified,Not Specified,460,300,12,285,16,1660,4007,15556,11,24298,24817,90,14231,41788,91,43588,24,78,19199,70,297,47248,117,18521,151,70,166,16,70,38,4336,1669,150,0,43,0,82,5648,140,12,60,8,97,237,9474,8969,2203,19,9775,606,59,38835,249,420,234,10492,2999,105,56598,366,417,2489,1254,1103,31,914,15,1440,818,74515,3591,18433,13656,2362,0,3124,11,35.3,104.5,69.2
2006,Not Specified,Not Specified,460,300,12,285,16,1660,4007,15556,11,24298,24817,90,14231,41788,91,43588,24,78,19199,70,297,47248,117,18521,151,70,166,16,70,38,4336,1669,150,0,43,0,82,5648,140,12,60,8,97,237,9474,8969,2203,19,9775,606,59,38835,249,420,234,10492,2999,105,56598,366,417,2489,1254,1103,31,914,15,1440,818,74515,3591,18433,13656,2362,0,3124,12,36.9,107,70
2006,Not Specified,Not Specified,460,300,12,285,16,1660,4007,15556,11,24298,24817,90,14231,41788,91,43588,24,78,19199,70,297,47248,117,18521,151,70,166,16,70,38,4336,1669,150,0,43,0,82,5648,140,12,60,8,97,237,9474,8969,2203,19,9775,606,59,38835,249,420,234,10492,2999,105,56598,366,417,2489,1254,1103,31,914,15,1440,818,74515,3591,18433,13656,2362,0,3124,1,15.3,45,29.7
2006,Not Specified,Not Specified,460,300,12,285,16,1660,4007,15556,11,24298,24817,90,14231,41788,91,43588,24,78,19199,70,297,47248,117,18521,151,70,166,16,70,38,4336,1669,150,0,43,0,82,5648,140,12,60,8,97,237,9474,8969,2203,19,9775,606,59,38835,249,420,234,10492,2999,105,56598,366,417,2489,1254,1103,31,914,15,1440,818,74515,3591,18433,13656,2362,0,3124,2,15.9,45.5,29.6
2006,Not Specified,Not Specified,460,300,12,285,16,1660,4007,15556,11,24298,24817,90,14231,41788,91,43588,24,78,19199,70,297,47248,117,18521,151,70,166,16,70,38,4336,1669,150,0,43,0,82,5648,140,12,60,8,97,237,9474,8969,2203,19,9775,606,59,38835,249,420,234,10492,2999,105,56598,366,417,2489,1254,1103,31,914,15,1440,818,74515,3591,18433,13656,2362,0,3124,3,16.4,45.8,29.3
2006,Not Specified,Not Specified,460,300,12,285,16,1660,4007,15556,11,24298,24817,90,14231,41788,91,43588,24,78,19199,70,297,47248,117,18521,151,70,166,16,70,38,4336,1669,150,0,43,0,82,5648,140,12,60,8,97,237,9474,8969,2203,19,9775,606,59,38835,249,420,234,10492,2999,105,56598,366,417,2489,1254,1103,31,914,15,1440,818,74515,3591,18433,13656,2362,0,3124,4,17,46.3,29.3
2006,Not Specified,Not Specified,460,300,12,285,16,1660,4007,15556,11,24298,24817,90,14231,41788,91,43588,24,78,19199,70,297,47248,117,18521,151,70,166,16,70,38,4336,1669,150,0,43,0,82,5648,140,12,60,8,97,237,9474,8969,2203,19,9775,606,59,38835,249,420,234,10492,2999,105,56598,366,417,2489,1254,1103,31,914,15,1440,818,74515,3591,18433,13656,2362,0,3124,5,16.7,46,29.3
2006,Not Specified,Not Specified,460,300,12,285,16,1660,4007,15556,11,24298,24817,90,14231,41788,91,43588,24,78,19199,70,297,47248,117,18521,151,70,166,16,70,38,4336,1669,150,0,43,0,82,5648,140,12,60,8,97,237,9474,8969,2203,19,9775,606,59,38835,249,420,234,10492,2999,105,56598,366,417,2489,1254,1103,31,914,15,1440,818,74515,3591,18433,13656,2362,0,3124,6,16.7,47.6,30.9
2006,Not Specified,Not Specified,460,300,12,285,16,1660,4007,15556,11,24298,24817,90,14231,41788,91,43588,24,78,19199,70,297,47248,117,18521,151,70,166,16,70,38,4336,1669,150,0,43,0,82,5648,140,12,60,8,97,237,9474,8969,2203,19,9775,606,59,38835,249,420,234,10492,2999,105,56598,366,417,2489,1254,1103,31,914,15,1440,818,74515,3591,18433,13656,2362,0,3124,7,15.9,48.2,32.4
2006,Not Specified,Not Specified,460,300,12,285,16,1660,4007,15556,11,24298,24817,90,14231,41788,91,43588,24,78,19199,70,297,47248,117,18521,151,70,166,16,70,38,4336,1669,150,0,43,0,82,5648,140,12,60,8,97,237,9474,8969,2203,19,9775,606,59,38835,249,420,234,10492,2999,105,56598,366,417,2489,1254,1103,31,914,15,1440,818,74515,3591,18433,13656,2362,0,3124,8,15.4,49.1,33.7
2006,Not Specified,Not Specified,460,300,12,285,16,1660,4007,15556,11,24298,24817,90,14231,41788,91,43588,24,78,19199,70,297,47248,117,18521,151,70,166,16,70,38,4336,1669,150,0,43,0,82,5648,140,12,60,8,97,237,9474,8969,2203,19,9775,606,59,38835,249,420,234,10492,2999,105,56598,366,417,2489,1254,1103,31,914,15,1440,818,74515,3591,18433,13656,2362,0,3124,9,15.3,46.8,31.5
2006,Not Specified,Not Specified,460,300,12,285,16,1660,4007,15556,11,24298,24817,90,14231,41788,91,43588,24,78,19199,70,297,47248,117,18521,151,70,166,16,70,38,4336,1669,150,0,43,0,82,5648,140,12,60,8,97,237,9474,8969,2203,19,9775,606,59,38835,249,420,234,10492,2999,105,56598,366,417,2489,1254,1103,31,914,15,1440,818,74515,3591,18433,13656,2362,0,3124,10,15.3,45,29.7
2006,Not Specified,Not Specified,460,300,12,285,16,1660,4007,15556,11,24298,24817,90,14231,41788,91,43588,24,78,19199,70,297,47248,117,18521,151,70,166,16,70,38,4336,1669,150,0,43,0,82,5648,140,12,60,8,97,237,9474,8969,2203,19,9775,606,59,38835,249,420,234,10492,2999,105,56598,366,417,2489,1254,1103,31,914,15,1440,818,74515,3591,18433,13656,2362,0,3124,11,15.3,44.7,29.4
2006,Not Specified,Not Specified,460,300,12,285,16,1660,4007,15556,11,24298,24817,90,14231,41788,91,43588,24,78,19199,70,297,47248,117,18521,151,70,166,16,70,38,4336,1669,150,0,43,0,82,5648,140,12,60,8,97,237,9474,8969,2203,19,9775,606,59,38835,249,420,234,10492,2999,105,56598,366,417,2489,1254,1103,31,914,15,1440,818,74515,3591,18433,13656,2362,0,3124,12,15.4,45.7,30.3
2006,Not Specified,Not Specified,460,300,12,285,16,1660,4007,15556,11,24298,24817,90,14231,41788,91,43588,24,78,19199,70,297,47248,117,18521,151,70,166,16,70,38,4336,1669,150,0,43,0,82,5648,140,12,60,8,97,237,9474,8969,2203,19,9775,606,59,38835,249,420,234,10492,2999,105,56598,366,417,2489,1254,1103,31,914,15,1440,818,74515,3591,18433,13656,2362,0,3124,1,22.7,58,35.2
2006,Not Specified,Not Specified,460,300,12,285,16,1660,4007,15556,11,24298,24817,90,14231,41788,91,43588,24,78,19199,70,297,47248,117,18521,151,70,166,16,70,38,4336,1669,150,0,43,0,82,5648,140,12,60,8,97,237,9474,8969,2203,19,9775,606,59,38835,249,420,234,10492,2999,105,56598,366,417,2489,1254,1103,31,914,15,1440,818,74515,3591,18433,13656,2362,0,3124,2,22.7,57.6,34.9
2006,Not Specified,Not Specified,460,300,12,285,16,1660,4007,15556,11,24298,24817,90,14231,41788,91,43588,24,78,19199,70,297,47248,117,18521,151,70,166,16,70,38,4336,1669,150,0,43,0,82,5648,140,12,60,8,97,237,9474,8969,2203,19,9775,606,59,38835,249,420,234,10492,2999,105,56598,366,417,2489,1254,1103,31,914,15,1440,818,74515,3591,18433,13656,2362,0,3124,3,22.5,57.4,34.9
2006,Not Specified,Not Specified,460,300,12,285,16,1660,4007,15556,11,24298,24817,90,14231,41788,91,43588,24,78,19199,70,297,47248,117,18521,151,70,166,16,70,38,4336,1669,150,0,43,0,82,5648,140,12,60,8,97,237,9474,8969,2203,19,9775,606,59,38835,249,420,234,10492,2999,105,56598,366,417,2489,1254,1103,31,914,15,1440,818,74515,3591,18433,13656,2362,0,3124,4,21.9,57,35
2006,Not Specified,Not Specified,460,300,12,285,16,1660,4007,15556,11,24298,24817,90,14231,41788,91,43588,24,78,19199,70,297,47248,117,18521,151,70,166,16,70,38,4336,1669,150,0,43,0,82,5648,140,12,60,8,97,237,9474,8969,2203,19,9775,606,59,38835,249,420,234,10492,2999,105,56598,366,417,2489,1254,1103,31,914,15,1440,818,74515,3591,18433,13656,2362,0,3124,5,22.1,58,35.8
2006,Not Specified,Not Specified,460,300,12,285,16,1660,4007,15556,11,24298,24817,90,14231,41788,91,43588,24,78,19199,70,297,47248,117,18521,151,70,166,16,70,38,4336,1669,150,0,43,0,82,5648,140,12,60,8,97,237,9474,8969,2203,19,9775,606,59,38835,249,420,234,10492,2999,105,56598,366,417,2489,1254,1103,31,914,15,1440,818,74515,3591,18433,13656,2362,0,3124,6,22.5,59.3,36.8
2006,Not Specified,Not Specified,460,300,12,285,16,1660,4007,15556,11,24298,24817,90,14231,41788,91,43588,24,78,19199,70,297,47248,117,18521,151,70,166,16,70,38,4336,1669,150,0,43,0,82,5648,140,12,60,8,97,237,9474,8969,2203,19,9775,606,59,38835,249,420,234,10492,2999,105,56598,366,417,2489,1254,1103,31,914,15,1440,818,74515,3591,18433,13656,2362,0,3124,7,23.7,62.3,38.6
2006,Not Specified,Not Specified,460,300,12,285,16,1660,4007,15556,11,24298,24817,90,14231,41788,91,43588,24,78,19199,70,297,47248,117,18521,151,70,166,16,70,38,4336,1669,150,0,43,0,82,5648,140,12,60,8,97,237,9474,8969,2203,19,9775,606,59,38835,249,420,234,10492,2999,105,56598,366,417,2489,1254,1103,31,914,15,1440,818,74515,3591,18433,13656,2362,0,3124,8,24.4,64.3,39.9
2006,Not Specified,Not Specified,460,300,12,285,16,1660,4007,15556,11,24298,24817,90,14231,41788,91,43588,24,78,19199,70,297,47248,117,18521,151,70,166,16,70,38,4336,1669,150,0,43,0,82,5648,140,12,60,8,97,237,9474,8969,2203,19,9775,606,59,38835,249,420,234,10492,2999,105,56598,366,417,2489,1254,1103,31,914,15,1440,818,74515,3591,18433,13656,2362,0,3124,9,23.2,63.4,40.2
2006,Not Specified,Not Specified,460,300,12,285,16,1660,4007,15556,11,24298,24817,90,14231,41788,91,43588,24,78,19199,70,297,47248,117,18521,151,70,166,16,70,38,4336,1669,150,0,43,0,82,5648,140,12,60,8,97,237,9474,8969,2203,19,9775,606,59,38835,249,420,234,10492,2999,105,56598,366,417,2489,1254,1103,31,914,15,1440,818,74515,3591,18433,13656,2362,0,3124,10,21,60.9,39.9
2006,Not Specified,Not Specified,460,300,12,285,16,1660,4007,15556,11,24298,24817,90,14231,41788,91,43588,24,78,19199,70,297,47248,117,18521,151,70,166,16,70,38,4336,1669,150,0,43,0,82,5648,140,12,60,8,97,237,9474,8969,2203,19,9775,606,59,38835,249,420,234,10492,2999,105,56598,366,417,2489,1254,1103,31,914,15,1440,818,74515,3591,18433,13656,2362,0,3124,11,20,59.8,39.8
2006,Not Specified,Not Specified,460,300,12,285,16,1660,4007,15556,11,24298,24817,90,14231,41788,91,43588,24,78,19199,70,297,47248,117,18521,151,70,166,16,70,38,4336,1669,150,0,43,0,82,5648,140,12,60,8,97,237,9474,8969,2203,19,9775,606,59,38835,249,420,234,10492,2999,105,56598,366,417,2489,1254,1103,31,914,15,1440,818,74515,3591,18433,13656,2362,0,3124,12,21.5,61.3,39.8
2007,Not Specified,Not Specified,458,554,15,260,17,2095,3912,18137,21,23430,23990,65,18524,40967,162,43275,26,66,20730,71,330,51335,288,19550,222,68,27,21,93,250,6269,2541,152,0,53,1,108,4917,213,7,78,4,164,341,10915,10372,2574,10,11516,734,92,39837,192,415,300,13994,3581,110,60694,355,542,2204,1282,816,20,809,12,1356,749,75130,2909,18775,13609,3041,1,3596,1,39.7,110.7,70.9
2007,Not Specified,Not Specified,458,554,15,260,17,2095,3912,18137,21,23430,23990,65,18524,40967,162,43275,26,66,20730,71,330,51335,288,19550,222,68,27,21,93,250,6269,2541,152,0,53,1,108,4917,213,7,78,4,164,341,10915,10372,2574,10,11516,734,92,39837,192,415,300,13994,3581,110,60694,355,542,2204,1282,816,20,809,12,1356,749,75130,2909,18775,13609,3041,1,3596,2,41,113,72
2007,Not Specified,Not Specified,458,554,15,260,17,2095,3912,18137,21,23430,23990,65,18524,40967,162,43275,26,66,20730,71,330,51335,288,19550,222,68,27,21,93,250,6269,2541,152,0,53,1,108,4917,213,7,78,4,164,341,10915,10372,2574,10,11516,734,92,39837,192,415,300,13994,3581,110,60694,355,542,2204,1282,816,20,809,12,1356,749,75130,2909,18775,13609,3041,1,3596,3,42.5,114.4,71.8
2007,Not Specified,Not Specified,458,554,15,260,17,2095,3912,18137,21,23430,23990,65,18524,40967,162,43275,26,66,20730,71,330,51335,288,19550,222,68,27,21,93,250,6269,2541,152,0,53,1,108,4917,213,7,78,4,164,341,10915,10372,2574,10,11516,734,92,39837,192,415,300,13994,3581,110,60694,355,542,2204,1282,816,20,809,12,1356,749,75130,2909,18775,13609,3041,1,3596,4,43.8,115.7,71.9
2007,Not Specified,Not Specified,458,554,15,260,17,2095,3912,18137,21,23430,23990,65,18524,40967,162,43275,26,66,20730,71,330,51335,288,19550,222,68,27,21,93,250,6269,2541,152,0,53,1,108,4917,213,7,78,4,164,341,10915,10372,2574,10,11516,734,92,39837,192,415,300,13994,3581,110,60694,355,542,2204,1282,816,20,809,12,1356,749,75130,2909,18775,13609,3041,1,3596,5,43.1,115.2,72.1
2007,Not Specified,Not Specified,458,554,15,260,17,2095,3912,18137,21,23430,23990,65,18524,40967,162,43275,26,66,20730,71,330,51335,288,19550,222,68,27,21,93,250,6269,2541,152,0,53,1,108,4917,213,7,78,4,164,341,10915,10372,2574,10,11516,734,92,39837,192,415,300,13994,3581,110,60694,355,542,2204,1282,816,20,809,12,1356,749,75130,2909,18775,13609,3041,1,3596,6,42.9,115.7,72.8
2007,Not Specified,Not Specified,458,554,15,260,17,2095,3912,18137,21,23430,23990,65,18524,40967,162,43275,26,66,20730,71,330,51335,288,19550,222,68,27,21,93,250,6269,2541,152,0,53,1,108,4917,213,7,78,4,164,341,10915,10372,2574,10,11516,734,92,39837,192,415,300,13994,3581,110,60694,355,542,2204,1282,816,20,809,12,1356,749,75130,2909,18775,13609,3041,1,3596,7,41.2,113.6,72.4
2007,Not Specified,Not Specified,458,554,15,260,17,2095,3912,18137,21,23430,23990,65,18524,40967,162,43275,26,66,20730,71,330,51335,288,19550,222,68,27,21,93,250,6269,2541,152,0,53,1,108,4917,213,7,78,4,164,341,10915,10372,2574,10,11516,734,92,39837,192,415,300,13994,3581,110,60694,355,542,2204,1282,816,20,809,12,1356,749,75130,2909,18775,13609,3041,1,3596,8,40.8,113.8,73
2007,Not Specified,Not Specified,458,554,15,260,17,2095,3912,18137,21,23430,23990,65,18524,40967,162,43275,26,66,20730,71,330,51335,288,19550,222,68,27,21,93,250,6269,2541,152,0,53,1,108,4917,213,7,78,4,164,341,10915,10372,2574,10,11516,734,92,39837,192,415,300,13994,3581,110,60694,355,542,2204,1282,816,20,809,12,1356,749,75130,2909,18775,13609,3041,1,3596,9,40.8,116,75.2
2007,Not Specified,Not Specified,458,554,15,260,17,2095,3912,18137,21,23430,23990,65,18524,40967,162,43275,26,66,20730,71,330,51335,288,19550,222,68,27,21,93,250,6269,2541,152,0,53,1,108,4917,213,7,78,4,164,341,10915,10372,2574,10,11516,734,92,39837,192,415,300,13994,3581,110,60694,355,542,2204,1282,816,20,809,12,1356,749,75130,2909,18775,13609,3041,1,3596,10,42,120.1,78.1
2007,Not Specified,Not Specified,458,554,15,260,17,2095,3912,18137,21,23430,23990,65,18524,40967,162,43275,26,66,20730,71,330,51335,288,19550,222,68,27,21,93,250,6269,2541,152,0,53,1,108,4917,213,7,78,4,164,341,10915,10372,2574,10,11516,734,92,39837,192,415,300,13994,3581,110,60694,355,542,2204,1282,816,20,809,12,1356,749,75130,2909,18775,13609,3041,1,3596,11,43.5,124.3,80.9
2007,Not Specified,Not Specified,458,554,15,260,17,2095,3912,18137,21,23430,23990,65,18524,40967,162,43275,26,66,20730,71,330,51335,288,19550,222,68,27,21,93,250,6269,2541,152,0,53,1,108,4917,213,7,78,4,164,341,10915,10372,2574,10,11516,734,92,39837,192,415,300,13994,3581,110,60694,355,542,2204,1282,816,20,809,12,1356,749,75130,2909,18775,13609,3041,1,3596,12,44.5,124.6,80.1
2007,Not Specified,Not Specified,458,554,15,260,17,2095,3912,18137,21,23430,23990,65,18524,40967,162,43275,26,66,20730,71,330,51335,288,19550,222,68,27,21,93,250,6269,2541,152,0,53,1,108,4917,213,7,78,4,164,341,10915,10372,2574,10,11516,734,92,39837,192,415,300,13994,3581,110,60694,355,542,2204,1282,816,20,809,12,1356,749,75130,2909,18775,13609,3041,1,3596,1,15.7,47.5,31.8
2007,Not Specified,Not Specified,458,554,15,260,17,2095,3912,18137,21,23430,23990,65,18524,40967,162,43275,26,66,20730,71,330,51335,288,19550,222,68,27,21,93,250,6269,2541,152,0,53,1,108,4917,213,7,78,4,164,341,10915,10372,2574,10,11516,734,92,39837,192,415,300,13994,3581,110,60694,355,542,2204,1282,816,20,809,12,1356,749,75130,2909,18775,13609,3041,1,3596,2,15.8,48.3,32.5
2007,Not Specified,Not Specified,458,554,15,260,17,2095,3912,18137,21,23430,23990,65,18524,40967,162,43275,26,66,20730,71,330,51335,288,19550,222,68,27,21,93,250,6269,2541,152,0,53,1,108,4917,213,7,78,4,164,341,10915,10372,2574,10,11516,734,92,39837,192,415,300,13994,3581,110,60694,355,542,2204,1282,816,20,809,12,1356,749,75130,2909,18775,13609,3041,1,3596,3,16.6,49.5,32.8
2007,Not Specified,Not Specified,458,554,15,260,17,2095,3912,18137,21,23430,23990,65,18524,40967,162,43275,26,66,20730,71,330,51335,288,19550,222,68,27,21,93,250,6269,2541,152,0,53,1,108,4917,213,7,78,4,164,341,10915,10372,2574,10,11516,734,92,39837,192,415,300,13994,3581,110,60694,355,542,2204,1282,816,20,809,12,1356,749,75130,2909,18775,13609,3041,1,3596,4,17.8,51.4,33.6
2007,Not Specified,Not Specified,458,554,15,260,17,2095,3912,18137,21,23430,23990,65,18524,40967,162,43275,26,66,20730,71,330,51335,288,19550,222,68,27,21,93,250,6269,2541,152,0,53,1,108,4917,213,7,78,4,164,341,10915,10372,2574,10,11516,734,92,39837,192,415,300,13994,3581,110,60694,355,542,2204,1282,816,20,809,12,1356,749,75130,2909,18775,13609,3041,1,3596,5,17.6,51.6,34
2007,Not Specified,Not Specified,458,554,15,260,17,2095,3912,18137,21,23430,23990,65,18524,40967,162,43275,26,66,20730,71,330,51335,288,19550,222,68,27,21,93,250,6269,2541,152,0,53,1,108,4917,213,7,78,4,164,341,10915,10372,2574,10,11516,734,92,39837,192,415,300,13994,3581,110,60694,355,542,2204,1282,816,20,809,12,1356,749,75130,2909,18775,13609,3041,1,3596,6,17.5,52,34.5
2007,Not Specified,Not Specified,458,554,15,260,17,2095,3912,18137,21,23430,23990,65,18524,40967,162,43275,26,66,20730,71,330,51335,288,19550,222,68,27,21,93,250,6269,2541,152,0,53,1,108,4917,213,7,78,4,164,341,10915,10372,2574,10,11516,734,92,39837,192,415,300,13994,3581,110,60694,355,542,2204,1282,816,20,809,12,1356,749,75130,2909,18775,13609,3041,1,3596,7,16,49.6,33.5
2007,Not Specified,Not Specified,458,554,15,260,17,2095,3912,18137,21,23430,23990,65,18524,40967,162,43275,26,66,20730,71,330,51335,288,19550,222,68,27,21,93,250,6269,2541,152,0,53,1,108,4917,213,7,78,4,164,341,10915,10372,2574,10,11516,734,92,39837,192,415,300,13994,3581,110,60694,355,542,2204,1282,816,20,809,12,1356,749,75130,2909,18775,13609,3041,1,3596,8,15.5,48.3,32.8
2007,Not Specified,Not Specified,458,554,15,260,17,2095,3912,18137,21,23430,23990,65,18524,40967,162,43275,26,66,20730,71,330,51335,288,19550,222,68,27,21,93,250,6269,2541,152,0,53,1,108,4917,213,7,78,4,164,341,10915,10372,2574,10,11516,734,92,39837,192,415,300,13994,3581,110,60694,355,542,2204,1282,816,20,809,12,1356,749,75130,2909,18775,13609,3041,1,3596,9,15.5,47.7,32.2
2007,Not Specified,Not Specified,458,554,15,260,17,2095,3912,18137,21,23430,23990,65,18524,40967,162,43275,26,66,20730,71,330,51335,288,19550,222,68,27,21,93,250,6269,2541,152,0,53,1,108,4917,213,7,78,4,164,341,10915,10372,2574,10,11516,734,92,39837,192,415,300,13994,3581,110,60694,355,542,2204,1282,816,20,809,12,1356,749,75130,2909,18775,13609,3041,1,3596,10,16.6,48.8,32.2
2007,Not Specified,Not Specified,458,554,15,260,17,2095,3912,18137,21,23430,23990,65,18524,40967,162,43275,26,66,20730,71,330,51335,288,19550,222,68,27,21,93,250,6269,2541,152,0,53,1,108,4917,213,7,78,4,164,341,10915,10372,2574,10,11516,734,92,39837,192,415,300,13994,3581,110,60694,355,542,2204,1282,816,20,809,12,1356,749,75130,2909,18775,13609,3041,1,3596,11,17.2,49.6,32.5
2007,Not Specified,Not Specified,458,554,15,260,17,2095,3912,18137,21,23430,23990,65,18524,40967,162,43275,26,66,20730,71,330,51335,288,19550,222,68,27,21,93,250,6269,2541,152,0,53,1,108,4917,213,7,78,4,164,341,10915,10372,2574,10,11516,734,92,39837,192,415,300,13994,3581,110,60694,355,542,2204,1282,816,20,809,12,1356,749,75130,2909,18775,13609,3041,1,3596,12,17.1,49.4,32.3
2007,Not Specified,Not Specified,458,554,15,260,17,2095,3912,18137,21,23430,23990,65,18524,40967,162,43275,26,66,20730,71,330,51335,288,19550,222,68,27,21,93,250,6269,2541,152,0,53,1,108,4917,213,7,78,4,164,341,10915,10372,2574,10,11516,734,92,39837,192,415,300,13994,3581,110,60694,355,542,2204,1282,816,20,809,12,1356,749,75130,2909,18775,13609,3041,1,3596,1,24.1,63.2,39.1
2007,Not Specified,Not Specified,458,554,15,260,17,2095,3912,18137,21,23430,23990,65,18524,40967,162,43275,26,66,20730,71,330,51335,288,19550,222,68,27,21,93,250,6269,2541,152,0,53,1,108,4917,213,7,78,4,164,341,10915,10372,2574,10,11516,734,92,39837,192,415,300,13994,3581,110,60694,355,542,2204,1282,816,20,809,12,1356,749,75130,2909,18775,13609,3041,1,3596,2,25.2,64.7,39.5
2007,Not Specified,Not Specified,458,554,15,260,17,2095,3912,18137,21,23430,23990,65,18524,40967,162,43275,26,66,20730,71,330,51335,288,19550,222,68,27,21,93,250,6269,2541,152,0,53,1,108,4917,213,7,78,4,164,341,10915,10372,2574,10,11516,734,92,39837,192,415,300,13994,3581,110,60694,355,542,2204,1282,816,20,809,12,1356,749,75130,2909,18775,13609,3041,1,3596,3,25.9,64.9,39
2007,Not Specified,Not Specified,458,554,15,260,17,2095,3912,18137,21,23430,23990,65,18524,40967,162,43275,26,66,20730,71,330,51335,288,19550,222,68,27,21,93,250,6269,2541,152,0,53,1,108,4917,213,7,78,4,164,341,10915,10372,2574,10,11516,734,92,39837,192,415,300,13994,3581,110,60694,355,542,2204,1282,816,20,809,12,1356,749,75130,2909,18775,13609,3041,1,3596,4,25.9,64.3,38.3
2007,Not Specified,Not Specified,458,554,15,260,17,2095,3912,18137,21,23430,23990,65,18524,40967,162,43275,26,66,20730,71,330,51335,288,19550,222,68,27,21,93,250,6269,2541,152,0,53,1,108,4917,213,7,78,4,164,341,10915,10372,2574,10,11516,734,92,39837,192,415,300,13994,3581,110,60694,355,542,2204,1282,816,20,809,12,1356,749,75130,2909,18775,13609,3041,1,3596,5,25.5,63.6,38.1
