"Gender","Unemployment Age","Unemployment Year","Month","Unemployment Rate"
"Both","15 - 24 years","2010","05",90.3
"Both","15 - 74 years","2010","05",326
"Both","25 - 74 years","2010","05",235.6
"Male","15 - 24 years","2010","05",59.2
"Male","15 - 74 years","2010","05",208.7
"Male","25 - 74 years","2010","05",149.5
"Female","15 - 24 years","2010","05",31.1
"Female","15 - 74 years","2010","05",117.3
"Female","25 - 74 years","2010","05",86.2
"Both","15 - 24 years","2010","06",88.8
"Both","15 - 74 years","2010","06",323.1
"Both","25 - 74 years","2010","06",234.3
"Male","15 - 24 years","2010","06",58.3
"Male","15 - 74 years","2010","06",208.7
"Male","25 - 74 years","2010","06",150.4
"Female","15 - 24 years","2010","06",30.5
"Female","15 - 74 years","2010","06",114.5
"Female","25 - 74 years","2010","06",83.9
"Both","15 - 24 years","2010","07",88.4
"Both","15 - 74 years","2010","07",321.8
"Both","25 - 74 years","2010","07",233.4
"Male","15 - 24 years","2010","07",57.7
"Male","15 - 74 years","2010","07",209.2
"Male","25 - 74 years","2010","07",151.6
"Female","15 - 24 years","2010","07",30.7
"Female","15 - 74 years","2010","07",112.6
"Female","25 - 74 years","2010","07",81.8
"Both","15 - 24 years","2010","08",88.9
"Both","15 - 74 years","2010","08",325.2
"Both","25 - 74 years","2010","08",236.3
"Male","15 - 24 years","2010","08",57.4
"Male","15 - 74 years","2010","08",211.2
"Male","25 - 74 years","2010","08",153.8
"Female","15 - 24 years","2010","08",31.5
"Female","15 - 74 years","2010","08",114
"Female","25 - 74 years","2010","08",82.5
"Both","15 - 24 years","2010","09",92.6
"Both","15 - 74 years","2010","09",334.8
"Both","25 - 74 years","2010","09",242.2
"Male","15 - 24 years","2010","09",58.3
"Male","15 - 74 years","2010","09",215
"Male","25 - 74 years","2010","09",156.7
"Female","15 - 24 years","2010","09",34.3
"Female","15 - 74 years","2010","09",119.8
"Female","25 - 74 years","2010","09",85.5
"Both","15 - 24 years","2010","10",95.5
"Both","15 - 74 years","2010","10",344
"Both","25 - 74 years","2010","10",248.5
"Male","15 - 24 years","2010","10",58.5
"Male","15 - 74 years","2010","10",218.2
"Male","25 - 74 years","2010","10",159.6
"Female","15 - 24 years","2010","10",37
"Female","15 - 74 years","2010","10",125.8
"Female","25 - 74 years","2010","10",88.9
"Both","15 - 24 years","2010","11",97.8
"Both","15 - 74 years","2010","11",349.2
"Both","25 - 74 years","2010","11",251.5
"Male","15 - 24 years","2010","11",59.4
"Male","15 - 74 years","2010","11",220.5
"Male","25 - 74 years","2010","11",161.2
"Female","15 - 24 years","2010","11",38.4
"Female","15 - 74 years","2010","11",128.7
"Female","25 - 74 years","2010","11",90.3
"Both","15 - 24 years","2010","12",96.4
"Both","15 - 74 years","2010","12",351
"Both","25 - 74 years","2010","12",254.6
"Male","15 - 24 years","2010","12",59.3
"Male","15 - 74 years","2010","12",223
"Male","25 - 74 years","2010","12",163.7
"Female","15 - 24 years","2010","12",37.1
"Female","15 - 74 years","2010","12",128
"Female","25 - 74 years","2010","12",90.9
"Both","15 - 24 years","2011","01",93.2
"Both","15 - 74 years","2011","01",342.8
"Both","25 - 74 years","2011","01",249.6
"Male","15 - 24 years","2011","01",58.1
"Male","15 - 74 years","2011","01",218.4
"Male","25 - 74 years","2011","01",160.3
"Female","15 - 24 years","2011","01",35.1
"Female","15 - 74 years","2011","01",124.4
"Female","25 - 74 years","2011","01",89.3
"Both","15 - 24 years","2011","02",90.5
"Both","15 - 74 years","2011","02",336.6
"Both","25 - 74 years","2011","02",246.1
"Male","15 - 24 years","2011","02",57.4
"Male","15 - 74 years","2011","02",215.5
"Male","25 - 74 years","2011","02",158.1
"Female","15 - 24 years","2011","02",33.1
"Female","15 - 74 years","2011","02",121.1
"Female","25 - 74 years","2011","02",87.9
"Both","15 - 24 years","2011","03",88
"Both","15 - 74 years","2011","03",333.8
"Both","25 - 74 years","2011","03",245.8
"Male","15 - 24 years","2011","03",56.5
"Male","15 - 74 years","2011","03",213.9
"Male","25 - 74 years","2011","03",157.4
"Female","15 - 24 years","2011","03",31.5
"Female","15 - 74 years","2011","03",120
"Female","25 - 74 years","2011","03",88.5
"Both","15 - 24 years","2011","04",85.5
"Both","15 - 74 years","2011","04",333.5
"Both","25 - 74 years","2011","04",247.9
"Male","15 - 24 years","2011","04",54.8
"Male","15 - 74 years","2011","04",212.3
"Male","25 - 74 years","2011","04",157.4
"Female","15 - 24 years","2011","04",30.7
"Female","15 - 74 years","2011","04",121.2
"Female","25 - 74 years","2011","04",90.5
"Both","15 - 24 years","2011","05",84
"Both","15 - 74 years","2011","05",334.6
"Both","25 - 74 years","2011","05",250.7
"Male","15 - 24 years","2011","05",54
"Male","15 - 74 years","2011","05",212.5
"Male","25 - 74 years","2011","05",158.5
"Female","15 - 24 years","2011","05",30
"Female","15 - 74 years","2011","05",122.2
"Female","25 - 74 years","2011","05",92.2
"Both","15 - 24 years","2011","06",83.5
"Both","15 - 74 years","2011","06",336.8
"Both","25 - 74 years","2011","06",253.3
"Male","15 - 24 years","2011","06",53.8
"Male","15 - 74 years","2011","06",213.9
"Male","25 - 74 years","2011","06",160.1
"Female","15 - 24 years","2011","06",29.7
"Female","15 - 74 years","2011","06",122.9
"Female","25 - 74 years","2011","06",93.1
"Both","15 - 24 years","2011","07",84
"Both","15 - 74 years","2011","07",343.3
"Both","25 - 74 years","2011","07",259.3
"Male","15 - 24 years","2011","07",53.8
"Male","15 - 74 years","2011","07",215.1
"Male","25 - 74 years","2011","07",161.2
"Female","15 - 24 years","2011","07",30.2
"Female","15 - 74 years","2011","07",128.3
"Female","25 - 74 years","2011","07",98.1
"Both","15 - 24 years","2011","08",90.3
"Both","15 - 74 years","2011","08",347.8
"Both","25 - 74 years","2011","08",257.4
"Male","15 - 24 years","2011","08",59.5
"Male","15 - 74 years","2011","08",220.9
"Male","25 - 74 years","2011","08",161.4
"Female","15 - 24 years","2011","08",30.8
"Female","15 - 74 years","2011","08",126.9
"Female","25 - 74 years","2011","08",96.1
"Both","15 - 24 years","2011","09",85.9
"Both","15 - 74 years","2011","09",346.6
"Both","25 - 74 years","2011","09",260.7
"Male","15 - 24 years","2011","09",55.3
"Male","15 - 74 years","2011","09",216.2
"Male","25 - 74 years","2011","09",160.9
"Female","15 - 24 years","2011","09",30.5
"Female","15 - 74 years","2011","09",130.4
"Female","25 - 74 years","2011","09",99.8
"Both","15 - 24 years","2011","10",90.2
"Both","15 - 74 years","2011","10",349.5
"Both","25 - 74 years","2011","10",259.3
"Male","15 - 24 years","2011","10",58.1
"Male","15 - 74 years","2011","10",219.7
"Male","25 - 74 years","2011","10",161.6
"Female","15 - 24 years","2011","10",32.1
"Female","15 - 74 years","2011","10",129.7
"Female","25 - 74 years","2011","10",97.7
"Both","15 - 24 years","2011","11",92.8
"Both","15 - 74 years","2011","11",353.8
"Both","25 - 74 years","2011","11",261
"Male","15 - 24 years","2011","11",59.4
"Male","15 - 74 years","2011","11",222
"Male","25 - 74 years","2011","11",162.6
"Female","15 - 24 years","2011","11",33.4
"Female","15 - 74 years","2011","11",131.8
"Female","25 - 74 years","2011","11",98.4
"Both","15 - 24 years","2011","12",91
"Both","15 - 74 years","2011","12",354
"Both","25 - 74 years","2011","12",263
"Male","15 - 24 years","2011","12",58
"Male","15 - 74 years","2011","12",222
"Male","25 - 74 years","2011","12",163.9
"Female","15 - 24 years","2011","12",32.9
"Female","15 - 74 years","2011","12",132
"Female","25 - 74 years","2011","12",99.1
"Both","15 - 24 years","2012","01",90.5
"Both","15 - 74 years","2012","01",356.3
"Both","25 - 74 years","2012","01",265.8
"Male","15 - 24 years","2012","01",57.3
"Male","15 - 74 years","2012","01",222.1
"Male","25 - 74 years","2012","01",164.8
"Female","15 - 24 years","2012","01",33.3
"Female","15 - 74 years","2012","01",134.2
"Female","25 - 74 years","2012","01",100.9
"Both","15 - 24 years","2012","02",91.1
"Both","15 - 74 years","2012","02",356.2
"Both","25 - 74 years","2012","02",265.2
"Male","15 - 24 years","2012","02",57.2
"Male","15 - 74 years","2012","02",221.8
"Male","25 - 74 years","2012","02",164.6
"Female","15 - 24 years","2012","02",33.9
"Female","15 - 74 years","2012","02",134.4
"Female","25 - 74 years","2012","02",100.6
"Both","15 - 24 years","2012","03",90.4
"Both","15 - 74 years","2012","03",352.8
"Both","25 - 74 years","2012","03",262.4
"Male","15 - 24 years","2012","03",57.1
"Male","15 - 74 years","2012","03",220.2
"Male","25 - 74 years","2012","03",163.1
"Female","15 - 24 years","2012","03",33.3
"Female","15 - 74 years","2012","03",132.6
"Female","25 - 74 years","2012","03",99.3
"Both","15 - 24 years","2012","04",90
"Both","15 - 74 years","2012","04",345.4
"Both","25 - 74 years","2012","04",255.4
"Male","15 - 24 years","2012","04",57.4
"Male","15 - 74 years","2012","04",218.4
"Male","25 - 74 years","2012","04",161.1
"Female","15 - 24 years","2012","04",32.6
"Female","15 - 74 years","2012","04",126.9
"Female","25 - 74 years","2012","04",94.3
"Both","15 - 24 years","2012","05",89.6
"Both","15 - 74 years","2012","05",343.1
"Both","25 - 74 years","2012","05",253.4
"Male","15 - 24 years","2012","05",57.3
"Male","15 - 74 years","2012","05",217.4
"Male","25 - 74 years","2012","05",160.1
"Female","15 - 24 years","2012","05",32.3
"Female","15 - 74 years","2012","05",125.6
"Female","25 - 74 years","2012","05",93.3
"Both","15 - 24 years","2012","06",90.9
"Both","15 - 74 years","2012","06",344.2
"Both","25 - 74 years","2012","06",253.3
"Male","15 - 24 years","2012","06",57.8
"Male","15 - 74 years","2012","06",218.3
"Male","25 - 74 years","2012","06",160.4
"Female","15 - 24 years","2012","06",33
"Female","15 - 74 years","2012","06",125.9
"Female","25 - 74 years","2012","06",92.9
"Both","15 - 24 years","2012","07",90.1
"Both","15 - 74 years","2012","07",345.3
"Both","25 - 74 years","2012","07",255.3
"Male","15 - 24 years","2012","07",56.8
"Male","15 - 74 years","2012","07",217.8
"Male","25 - 74 years","2012","07",161.1
"Female","15 - 24 years","2012","07",33.3
"Female","15 - 74 years","2012","07",127.5
"Female","25 - 74 years","2012","07",94.2
"Both","15 - 24 years","2012","08",88.2
"Both","15 - 74 years","2012","08",343.8
"Both","25 - 74 years","2012","08",255.6
"Male","15 - 24 years","2012","08",55.9
"Male","15 - 74 years","2012","08",216.9
"Male","25 - 74 years","2012","08",161
"Female","15 - 24 years","2012","08",32.3
"Female","15 - 74 years","2012","08",126.9
"Female","25 - 74 years","2012","08",94.6
"Both","15 - 24 years","2012","09",86.3
"Both","15 - 74 years","2012","09",340.7
"Both","25 - 74 years","2012","09",254.3
"Male","15 - 24 years","2012","09",54.7
"Male","15 - 74 years","2012","09",213.1
"Male","25 - 74 years","2012","09",158.4
"Female","15 - 24 years","2012","09",31.7
"Female","15 - 74 years","2012","09",127.6
"Female","25 - 74 years","2012","09",95.9
"Both","15 - 24 years","2012","10",83.8
"Both","15 - 74 years","2012","10",335.6
"Both","25 - 74 years","2012","10",251.8
"Male","15 - 24 years","2012","10",53.6
"Male","15 - 74 years","2012","10",210.2
"Male","25 - 74 years","2012","10",156.6
"Female","15 - 24 years","2012","10",30.2
"Female","15 - 74 years","2012","10",125.4
"Female","25 - 74 years","2012","10",95.2
"Both","15 - 24 years","2012","11",81.4
"Both","15 - 74 years","2012","11",331.7
"Both","25 - 74 years","2012","11",250.2
"Male","15 - 24 years","2012","11",51.8
"Male","15 - 74 years","2012","11",206
"Male","25 - 74 years","2012","11",154.2
"Female","15 - 24 years","2012","11",29.6
"Female","15 - 74 years","2012","11",125.7
"Female","25 - 74 years","2012","11",96.1
"Both","15 - 24 years","2012","12",79.4
"Both","15 - 74 years","2012","12",327.6
"Both","25 - 74 years","2012","12",248.2
"Male","15 - 24 years","2012","12",49.7
"Male","15 - 74 years","2012","12",201.1
"Male","25 - 74 years","2012","12",151.4
"Female","15 - 24 years","2012","12",29.7
"Female","15 - 74 years","2012","12",126.6
"Female","25 - 74 years","2012","12",96.8
"Both","15 - 24 years","2013","01",78.2
"Both","15 - 74 years","2013","01",323.8
"Both","25 - 74 years","2013","01",245.6
"Male","15 - 24 years","2013","01",47.5
"Male","15 - 74 years","2013","01",194.8
"Male","25 - 74 years","2013","01",147.3
"Female","15 - 24 years","2013","01",30.7
"Female","15 - 74 years","2013","01",128.9
"Female","25 - 74 years","2013","01",98.3
"Both","15 - 24 years","2013","02",78.9
"Both","15 - 74 years","2013","02",322.7
"Both","25 - 74 years","2013","02",243.8
"Male","15 - 24 years","2013","02",46.9
"Male","15 - 74 years","2013","02",191.6
"Male","25 - 74 years","2013","02",144.7
"Female","15 - 24 years","2013","02",32
"Female","15 - 74 years","2013","02",131.1
"Female","25 - 74 years","2013","02",99.1
"Both","15 - 24 years","2013","03",78.6
"Both","15 - 74 years","2013","03",323
"Both","25 - 74 years","2013","03",244.4
"Male","15 - 24 years","2013","03",46.3
"Male","15 - 74 years","2013","03",189.6
"Male","25 - 74 years","2013","03",143.3
"Female","15 - 24 years","2013","03",32.3
"Female","15 - 74 years","2013","03",133.4
"Female","25 - 74 years","2013","03",101.1
"Both","15 - 24 years","2013","04",79.3
"Both","15 - 74 years","2013","04",324.9
"Both","25 - 74 years","2013","04",245.6
"Male","15 - 24 years","2013","04",47.2
"Male","15 - 74 years","2013","04",190.1
"Male","25 - 74 years","2013","04",142.9
"Female","15 - 24 years","2013","04",32.1
"Female","15 - 74 years","2013","04",134.8
"Female","25 - 74 years","2013","04",102.6
"Both","15 - 24 years","2013","05",79.7
"Both","15 - 74 years","2013","05",324.8
"Both","25 - 74 years","2013","05",245.1
"Male","15 - 24 years","2013","05",47.7
"Male","15 - 74 years","2013","05",190.7
"Male","25 - 74 years","2013","05",142.9
"Female","15 - 24 years","2013","05",31.9
"Female","15 - 74 years","2013","05",134.2
"Female","25 - 74 years","2013","05",102.2
"Both","15 - 24 years","2013","06",78
"Both","15 - 74 years","2013","06",317.4
"Both","25 - 74 years","2013","06",239.5
"Male","15 - 24 years","2013","06",47.1
"Male","15 - 74 years","2013","06",187.7
"Male","25 - 74 years","2013","06",140.6
"Female","15 - 24 years","2013","06",30.8
"Female","15 - 74 years","2013","06",129.7
"Female","25 - 74 years","2013","06",98.9
"Both","15 - 24 years","2013","07",75.6
"Both","15 - 74 years","2013","07",306.9
"Both","25 - 74 years","2013","07",231.3
"Male","15 - 24 years","2013","07",46.2
"Male","15 - 74 years","2013","07",184.5
"Male","25 - 74 years","2013","07",138.3
"Female","15 - 24 years","2013","07",29.4
"Female","15 - 74 years","2013","07",122.4
"Female","25 - 74 years","2013","07",93
"Both","15 - 24 years","2013","08",72.8
"Both","15 - 74 years","2013","08",297.7
"Both","25 - 74 years","2013","08",224.9
"Male","15 - 24 years","2013","08",44.6
"Male","15 - 74 years","2013","08",179.4
"Male","25 - 74 years","2013","08",134.9
"Female","15 - 24 years","2013","08",28.3
"Female","15 - 74 years","2013","08",118.3
"Female","25 - 74 years","2013","08",90
"Both","15 - 24 years","2013","09",71.9
"Both","15 - 74 years","2013","09",294.1
"Both","25 - 74 years","2013","09",222.2
"Male","15 - 24 years","2013","09",43
"Male","15 - 74 years","2013","09",174.6
"Male","25 - 74 years","2013","09",131.6
"Female","15 - 24 years","2013","09",28.9
"Female","15 - 74 years","2013","09",119.6
"Female","25 - 74 years","2013","09",90.6
"Both","15 - 24 years","2013","10",70.7
"Both","15 - 74 years","2013","10",290.4
"Both","25 - 74 years","2013","10",219.6
"Male","15 - 24 years","2013","10",41
"Male","15 - 74 years","2013","10",168.5
"Male","25 - 74 years","2013","10",127.5
"Female","15 - 24 years","2013","10",29.7
"Female","15 - 74 years","2013","10",121.8
"Female","25 - 74 years","2013","10",92.1
"Both","15 - 24 years","2013","11",69.6
"Both","15 - 74 years","2013","11",288.6
"Both","25 - 74 years","2013","11",219
"Male","15 - 24 years","2013","11",39.8
"Male","15 - 74 years","2013","11",165.3
"Male","25 - 74 years","2013","11",125.5
"Female","15 - 24 years","2013","11",29.9
"Female","15 - 74 years","2013","11",123.4
"Female","25 - 74 years","2013","11",93.5
"Both","15 - 24 years","2013","12",70.1
"Both","15 - 74 years","2013","12",288.3
"Both","25 - 74 years","2013","12",218.2
"Male","15 - 24 years","2013","12",40.1
"Male","15 - 74 years","2013","12",165
"Male","25 - 74 years","2013","12",124.9
"Female","15 - 24 years","2013","12",30
"Female","15 - 74 years","2013","12",123.3
"Female","25 - 74 years","2013","12",93.3
"Both","15 - 24 years","2014","01",71.3
"Both","15 - 74 years","2014","01",290.3
"Both","25 - 74 years","2014","01",219
"Male","15 - 24 years","2014","01",42
"Male","15 - 74 years","2014","01",167.7
"Male","25 - 74 years","2014","01",125.7
"Female","15 - 24 years","2014","01",29.4
"Female","15 - 74 years","2014","01",122.6
"Female","25 - 74 years","2014","01",93.2
"Both","15 - 24 years","2014","02",72.2
"Both","15 - 74 years","2014","02",290.2
"Both","25 - 74 years","2014","02",218
"Male","15 - 24 years","2014","02",43
"Male","15 - 74 years","2014","02",169.4
"Male","25 - 74 years","2014","02",126.3
"Female","15 - 24 years","2014","02",29.1
"Female","15 - 74 years","2014","02",120.8
"Female","25 - 74 years","2014","02",91.6
"Both","15 - 24 years","2014","03",70.7
"Both","15 - 74 years","2014","03",284.6
"Both","25 - 74 years","2014","03",213.9
"Male","15 - 24 years","2014","03",41.9
"Male","15 - 74 years","2014","03",167.4
"Male","25 - 74 years","2014","03",125.6
"Female","15 - 24 years","2014","03",28.9
"Female","15 - 74 years","2014","03",117.2
"Female","25 - 74 years","2014","03",88.3
"Both","15 - 24 years","2014","04",68.2
"Both","15 - 74 years","2014","04",277.8
"Both","25 - 74 years","2014","04",209.7
"Male","15 - 24 years","2014","04",39.6
"Male","15 - 74 years","2014","04",164
"Male","25 - 74 years","2014","04",124.4
"Female","15 - 24 years","2014","04",28.6
"Female","15 - 74 years","2014","04",113.8
"Female","25 - 74 years","2014","04",85.2
"Both","15 - 24 years","2014","05",66
"Both","15 - 74 years","2014","05",272.5
"Both","25 - 74 years","2014","05",206.5
"Male","15 - 24 years","2014","05",38.6
"Male","15 - 74 years","2014","05",161.6
"Male","25 - 74 years","2014","05",123
"Female","15 - 24 years","2014","05",27.4
"Female","15 - 74 years","2014","05",110.9
"Female","25 - 74 years","2014","05",83.5
"Both","15 - 24 years","2014","06",63.9
"Both","15 - 74 years","2014","06",267.4
"Both","25 - 74 years","2014","06",203.4
"Male","15 - 24 years","2014","06",37.6
"Male","15 - 74 years","2014","06",157.4
"Male","25 - 74 years","2014","06",119.8
"Female","15 - 24 years","2014","06",26.4
"Female","15 - 74 years","2014","06",110
"Female","25 - 74 years","2014","06",83.6
"Both","15 - 24 years","2014","07",62.5
"Both","15 - 74 years","2014","07",266.6
"Both","25 - 74 years","2014","07",204.1
"Male","15 - 24 years","2014","07",37.3
"Male","15 - 74 years","2014","07",154.6
"Male","25 - 74 years","2014","07",117.3
"Female","15 - 24 years","2014","07",25.2
"Female","15 - 74 years","2014","07",112
"Female","25 - 74 years","2014","07",86.8
"Both","15 - 24 years","2014","08",60.7
"Both","15 - 74 years","2014","08",263.4
"Both","25 - 74 years","2014","08",202.6
"Male","15 - 24 years","2014","08",37
"Male","15 - 74 years","2014","08",151.6
"Male","25 - 74 years","2014","08",114.6
"Female","15 - 24 years","2014","08",23.7
"Female","15 - 74 years","2014","08",111.8
"Female","25 - 74 years","2014","08",88.1
"Both","15 - 24 years","2014","09",59
"Both","15 - 74 years","2014","09",258.6
"Both","25 - 74 years","2014","09",199.6
"Male","15 - 24 years","2014","09",36.5
"Male","15 - 74 years","2014","09",148.6
"Male","25 - 74 years","2014","09",112.1
"Female","15 - 24 years","2014","09",22.5
"Female","15 - 74 years","2014","09",110
"Female","25 - 74 years","2014","09",87.5
"Both","15 - 24 years","2014","10",57.2
"Both","15 - 74 years","2014","10",250.9
"Both","25 - 74 years","2014","10",193.8
"Male","15 - 24 years","2014","10",36.2
"Male","15 - 74 years","2014","10",146
"Male","25 - 74 years","2014","10",109.9
"Female","15 - 24 years","2014","10",21
"Female","15 - 74 years","2014","10",104.9
"Female","25 - 74 years","2014","10",83.9
"Both","15 - 24 years","2014","11",57.1
"Both","15 - 74 years","2014","11",245.2
"Both","25 - 74 years","2014","11",188.1
"Male","15 - 24 years","2014","11",36.6
"Male","15 - 74 years","2014","11",144.5
"Male","25 - 74 years","2014","11",107.9
"Female","15 - 24 years","2014","11",20.5
"Female","15 - 74 years","2014","11",100.7
"Female","25 - 74 years","2014","11",80.2
"Both","15 - 24 years","2014","12",58.8
"Both","15 - 74 years","2014","12",242.5
"Both","25 - 74 years","2014","12",183.8
"Male","15 - 24 years","2014","12",37.6
"Male","15 - 74 years","2014","12",143.8
"Male","25 - 74 years","2014","12",106.2
"Female","15 - 24 years","2014","12",21.2
"Female","15 - 74 years","2014","12",98.7
"Female","25 - 74 years","2014","12",77.5
"Both","15 - 24 years","2015","01",62.4
"Both","15 - 74 years","2015","01",243.1
"Both","25 - 74 years","2015","01",180.7
"Male","15 - 24 years","2015","01",39.6
"Male","15 - 74 years","2015","01",144.6
"Male","25 - 74 years","2015","01",105
"Female","15 - 24 years","2015","01",22.8
"Female","15 - 74 years","2015","01",98.5
"Female","25 - 74 years","2015","01",75.7
"Both","15 - 24 years","2015","02",63
"Both","15 - 74 years","2015","02",241.8
"Both","25 - 74 years","2015","02",178.8
"Male","15 - 24 years","2015","02",39.8
"Male","15 - 74 years","2015","02",143.5
"Male","25 - 74 years","2015","02",103.7
"Female","15 - 24 years","2015","02",23.2
"Female","15 - 74 years","2015","02",98.2
"Female","25 - 74 years","2015","02",75.1
"Both","15 - 24 years","2015","03",60.1
"Both","15 - 74 years","2015","03",237.9
"Both","25 - 74 years","2015","03",177.8
"Male","15 - 24 years","2015","03",37.7
"Male","15 - 74 years","2015","03",140.3
"Male","25 - 74 years","2015","03",102.7
"Female","15 - 24 years","2015","03",22.4
"Female","15 - 74 years","2015","03",97.6
"Female","25 - 74 years","2015","03",75.1
"Both","15 - 24 years","2015","04",55.6
"Both","15 - 74 years","2015","04",233.3
"Both","25 - 74 years","2015","04",177.7
"Male","15 - 24 years","2015","04",34.6
"Male","15 - 74 years","2015","04",135.9
"Male","25 - 74 years","2015","04",101.3
"Female","15 - 24 years","2015","04",21
"Female","15 - 74 years","2015","04",97.4
"Female","25 - 74 years","2015","04",76.4
"Both","15 - 24 years","2015","05",53.2
"Both","15 - 74 years","2015","05",230.5
"Both","25 - 74 years","2015","05",177.3
"Male","15 - 24 years","2015","05",32.9
"Male","15 - 74 years","2015","05",132.9
"Male","25 - 74 years","2015","05",100
"Female","15 - 24 years","2015","05",20.2
"Female","15 - 74 years","2015","05",97.6
"Female","25 - 74 years","2015","05",77.4
"Both","15 - 24 years","2015","06",51.7
"Both","15 - 74 years","2015","06",225.1
"Both","25 - 74 years","2015","06",173.3
"Male","15 - 24 years","2015","06",32.3
"Male","15 - 74 years","2015","06",130.3
"Male","25 - 74 years","2015","06",98
"Female","15 - 24 years","2015","06",19.4
"Female","15 - 74 years","2015","06",94.8
"Female","25 - 74 years","2015","06",75.4
"Both","15 - 24 years","2015","07",51.8
"Both","15 - 74 years","2015","07",219.5
"Both","25 - 74 years","2015","07",167.7
"Male","15 - 24 years","2015","07",32.5
"Male","15 - 74 years","2015","07",128.7
"Male","25 - 74 years","2015","07",96.2
"Female","15 - 24 years","2015","07",19.4
"Female","15 - 74 years","2015","07",90.9
"Female","25 - 74 years","2015","07",71.5
"Both","15 - 24 years","2015","08",52.1
"Both","15 - 74 years","2015","08",217.2
"Both","25 - 74 years","2015","08",165.1
"Male","15 - 24 years","2015","08",32.8
"Male","15 - 74 years","2015","08",128.6
"Male","25 - 74 years","2015","08",95.8
"Female","15 - 24 years","2015","08",19.3
"Female","15 - 74 years","2015","08",88.6
"Female","25 - 74 years","2015","08",69.3
"Both","15 - 24 years","2015","09",53.4
"Both","15 - 74 years","2015","09",218
"Both","25 - 74 years","2015","09",164.5
"Male","15 - 24 years","2015","09",33.4
"Male","15 - 74 years","2015","09",130.5
"Male","25 - 74 years","2015","09",97
"Female","15 - 24 years","2015","09",20
"Female","15 - 74 years","2015","09",87.5
"Female","25 - 74 years","2015","09",67.5
"Both","15 - 24 years","2015","10",53.6
"Both","15 - 74 years","2015","10",218.5
"Both","25 - 74 years","2015","10",164.9
"Male","15 - 24 years","2015","10",33.2
"Male","15 - 74 years","2015","10",131.8
"Male","25 - 74 years","2015","10",98.6
"Female","15 - 24 years","2015","10",20.4
"Female","15 - 74 years","2015","10",86.7
"Female","25 - 74 years","2015","10",66.3
"Both","15 - 24 years","2015","11",53.3
"Both","15 - 74 years","2015","11",217.2
"Both","25 - 74 years","2015","11",163.9
"Male","15 - 24 years","2015","11",33.3
"Male","15 - 74 years","2015","11",132.5
"Male","25 - 74 years","2015","11",99.2
"Female","15 - 24 years","2015","11",20
"Female","15 - 74 years","2015","11",84.7
"Female","25 - 74 years","2015","11",64.7
"Both","15 - 24 years","2015","12",51.8
"Both","15 - 74 years","2015","12",213.7
"Both","25 - 74 years","2015","12",161.9
"Male","15 - 24 years","2015","12",33.3
"Male","15 - 74 years","2015","12",131.6
"Male","25 - 74 years","2015","12",98.3
"Female","15 - 24 years","2015","12",18.5
"Female","15 - 74 years","2015","12",82.2
"Female","25 - 74 years","2015","12",63.7
"Both","15 - 24 years","2016","01",48.8
"Both","15 - 74 years","2016","01",205.6
"Both","25 - 74 years","2016","01",156.8
"Male","15 - 24 years","2016","01",32.7
"Male","15 - 74 years","2016","01",126.7
"Male","25 - 74 years","2016","01",94
"Female","15 - 24 years","2016","01",16.1
"Female","15 - 74 years","2016","01",78.9
"Female","25 - 74 years","2016","01",62.8
"Both","15 - 24 years","2016","02",47.9
"Both","15 - 74 years","2016","02",203
"Both","25 - 74 years","2016","02",155.1
"Male","15 - 24 years","2016","02",32.3
"Male","15 - 74 years","2016","02",124.3
"Male","25 - 74 years","2016","02",92.1
"Female","15 - 24 years","2016","02",15.6
"Female","15 - 74 years","2016","02",78.6
"Female","25 - 74 years","2016","02",63
"Both","15 - 24 years","2016","03",48.6
"Both","15 - 74 years","2016","03",203.6
"Both","25 - 74 years","2016","03",155
"Male","15 - 24 years","2016","03",31.4
"Male","15 - 74 years","2016","03",122.2
"Male","25 - 74 years","2016","03",90.8
"Female","15 - 24 years","2016","03",17.2
"Female","15 - 74 years","2016","03",81.4
"Female","25 - 74 years","2016","03",64.2
"Both","15 - 24 years","2016","04",50.3
"Both","15 - 74 years","2016","04",205.8
"Both","25 - 74 years","2016","04",155.5
"Male","15 - 24 years","2016","04",30.7
"Male","15 - 74 years","2016","04",120.5
"Male","25 - 74 years","2016","04",89.8
"Female","15 - 24 years","2016","04",19.6
"Female","15 - 74 years","2016","04",85.3
"Female","25 - 74 years","2016","04",65.7
"Both","15 - 24 years","2016","05",51.2
"Both","15 - 74 years","2016","05",206.8
"Both","25 - 74 years","2016","05",155.5
"Male","15 - 24 years","2016","05",30.6
"Male","15 - 74 years","2016","05",119.6
"Male","25 - 74 years","2016","05",89
"Female","15 - 24 years","2016","05",20.6
"Female","15 - 74 years","2016","05",87.1
"Female","25 - 74 years","2016","05",66.5
"Both","15 - 24 years","2016","06",51.1
"Both","15 - 74 years","2016","06",204.6
"Both","25 - 74 years","2016","06",153.4
"Male","15 - 24 years","2016","06",30.9
"Male","15 - 74 years","2016","06",118.3
"Male","25 - 74 years","2016","06",87.4
"Female","15 - 24 years","2016","06",20.3
"Female","15 - 74 years","2016","06",86.2
"Female","25 - 74 years","2016","06",66
"Both","15 - 24 years","2016","07",49.5
"Both","15 - 74 years","2016","07",197.5
"Both","25 - 74 years","2016","07",148
"Male","15 - 24 years","2016","07",31.2
"Male","15 - 74 years","2016","07",117
