"Date","Location","18-24","25-44","45-64","65+","U18","Female","Male","Transgender","DNAA","DSH","DSH ","SA Only","SA/DSH","SI Only","SI/DSH","SI/SA","SI/SA/DSH","Crime","Recorded Crimes"
2014,"Galway.City",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," Fireworks offences",113
2014,"Galway.City",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," Damage to property and to the environment",27337
2014,"Galway.City",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," Arson",1723
2014,"Galway.City",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," Criminal damage (not arson)",25366
2014,"Galway.City",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," Litter offences",248
2014,"Galway.City",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," Public order and other social code offences",32620
2014,"Galway.City",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," Disorderly conduct",26807
2014,"Galway.City",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," Trespass offences",2816
2014,"Galway.City",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," Liquor licensing offences",1272
2014,"Galway.City",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," Prostitution offences",129
2014,"Galway.City",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," Regulated betting/money collection/trading offences",292
2014,"Galway.City",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," Social code offences (n.e.c.)",1304
2014,"Galway.City",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," Offences against government justice procedures and organisation of crime",9762
2014,"Galway.City",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," Offences against government and its agents",325
2014,"Galway.City",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," Organisation of crime and conspiracy to commit crime",4
2014,"Galway.City",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," Perverting the course of justice",55
2014,"Galway.City",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," Offences while in custody breach of court orders",9378
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Homicide offences",105
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Murder",52
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Manslaughter",7
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Infanticide",0
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Dangerous driving leading to death",46
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Sexual offences",1969
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Rape of a male or female",480
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Defilement of a boy or girl less than  years old",126
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Sexual offence involving mentally impaired person",12
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Aggravated sexual assault",5
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Sexual assault (not aggravated)",1241
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Other sexual offences",105
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Attempts/threats to murder assaults harassments and related offences",15155
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Murder-attempt",15
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Murder-threat",415
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Harassment and related offences",1495
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Assault causing harm poisoning",3162
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Other assault",10068
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Dangerous or negligent acts",7232
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Dangerous driving causing serious bodily harm",13
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Driving/in charge of a vehicle while over legal alcohol limit",6481
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Driving/in charge of a vehicle under the influence of drugs",265
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Endangerment with potential for serious harm/death",73
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Abandoning a child child neglect and cruelty",248
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Unseaworthy/dangerous use of boat or ship",1
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," False alarm/interference with aircraft or air transport facilities",5
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Endangering traffic offences",146
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Kidnapping and related offences",124
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," False imprisonment",60
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Abduction of person under  years of age",33
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Human trafficking offences",31
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Robbery extortion and hijacking offences",2650
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Robbery of an establishment or institution",848
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Robbery of cash or goods in transit",26
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Robbery from the person",1656
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Blackmail or extortion",22
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Carjacking hijacking/unlawful seizure of aircraft/vessel",98
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Burglary and related offences",27682
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Aggravated burglary",315
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Burglary (not aggravated)",26724
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Possession of an article (with intent to burgle steal demand)",643
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Theft and related offences",77620
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Theft/taking of vehicle and related offences",7765
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Theft from person",5464
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Theft from shop",20876
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Other thefts handling stolen property",43515
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Fraud deception and related offences",5162
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Controlled drug offences",15863
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Importation of drugs",29
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Cultivation or manufacture of drugs",345
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Possession of drugs for sale or supply",3563
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Possession of drugs for personal use",11247
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Other drug offences",679
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Weapons and Explosives Offences",2472
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Explosives chemical weapons offences",50
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Discharging a firearm",134
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Possession of a firearm",198
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Offensive weapons offences (n.e.c.)",1977
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Fireworks offences",113
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Damage to property and to the environment",27337
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Arson",1723
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Criminal damage (not arson)",25366
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Litter offences",248
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Public order and other social code offences",32620
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Disorderly conduct",26807
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Trespass offences",2816
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Liquor licensing offences",1272
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Prostitution offences",129
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Regulated betting/money collection/trading offences",292
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Social code offences (n.e.c.)",1304
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Offences against government justice procedures and organisation of crime",9762
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Offences against government and its agents",325
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Organisation of crime and conspiracy to commit crime",4
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Perverting the course of justice",55
2014,"Kerry",25,21,17,4,34,68,33,0,15,0,5,2,1,32,17,20,9," Offences while in custody breach of court orders",9378
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Homicide offences",105
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Murder",52
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Manslaughter",7
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Infanticide",0
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Dangerous driving leading to death",46
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Sexual offences",1969
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Rape of a male or female",480
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Defilement of a boy or girl less than  years old",126
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Sexual offence involving mentally impaired person",12
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Aggravated sexual assault",5
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Sexual assault (not aggravated)",1241
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Other sexual offences",105
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Attempts/threats to murder assaults harassments and related offences",15155
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Murder-attempt",15
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Murder-threat",415
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Harassment and related offences",1495
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Assault causing harm poisoning",3162
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Other assault",10068
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Dangerous or negligent acts",7232
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Dangerous driving causing serious bodily harm",13
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Driving/in charge of a vehicle while over legal alcohol limit",6481
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Driving/in charge of a vehicle under the influence of drugs",265
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Endangerment with potential for serious harm/death",73
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Abandoning a child child neglect and cruelty",248
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Unseaworthy/dangerous use of boat or ship",1
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," False alarm/interference with aircraft or air transport facilities",5
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Endangering traffic offences",146
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Kidnapping and related offences",124
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," False imprisonment",60
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Abduction of person under  years of age",33
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Human trafficking offences",31
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Robbery extortion and hijacking offences",2650
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Robbery of an establishment or institution",848
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Robbery of cash or goods in transit",26
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Robbery from the person",1656
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Blackmail or extortion",22
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Carjacking hijacking/unlawful seizure of aircraft/vessel",98
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Burglary and related offences",27682
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Aggravated burglary",315
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Burglary (not aggravated)",26724
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Possession of an article (with intent to burgle steal demand)",643
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Theft and related offences",77620
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Theft/taking of vehicle and related offences",7765
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Theft from person",5464
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Theft from shop",20876
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Other thefts handling stolen property",43515
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Fraud deception and related offences",5162
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Controlled drug offences",15863
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Importation of drugs",29
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Cultivation or manufacture of drugs",345
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Possession of drugs for sale or supply",3563
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Possession of drugs for personal use",11247
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Other drug offences",679
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Weapons and Explosives Offences",2472
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Explosives chemical weapons offences",50
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Discharging a firearm",134
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Possession of a firearm",198
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Offensive weapons offences (n.e.c.)",1977
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Fireworks offences",113
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Damage to property and to the environment",27337
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Arson",1723
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Criminal damage (not arson)",25366
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Litter offences",248
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Public order and other social code offences",32620
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Disorderly conduct",26807
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Trespass offences",2816
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Liquor licensing offences",1272
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Prostitution offences",129
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Regulated betting/money collection/trading offences",292
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Social code offences (n.e.c.)",1304
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Offences against government justice procedures and organisation of crime",9762
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Offences against government and its agents",325
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Organisation of crime and conspiracy to commit crime",4
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Perverting the course of justice",55
2014,"Limerick",109,168,125,6,99,290,217,0,150,0,24,12,3,133,64,74,47," Offences while in custody breach of court orders",9378
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Homicide offences",105
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Murder",52
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Manslaughter",7
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Infanticide",0
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Dangerous driving leading to death",46
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Sexual offences",1969
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Rape of a male or female",480
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Defilement of a boy or girl less than  years old",126
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Sexual offence involving mentally impaired person",12
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Aggravated sexual assault",5
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Sexual assault (not aggravated)",1241
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Other sexual offences",105
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Attempts/threats to murder assaults harassments and related offences",15155
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Murder-attempt",15
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Murder-threat",415
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Harassment and related offences",1495
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Assault causing harm poisoning",3162
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Other assault",10068
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Dangerous or negligent acts",7232
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Dangerous driving causing serious bodily harm",13
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Driving/in charge of a vehicle while over legal alcohol limit",6481
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Driving/in charge of a vehicle under the influence of drugs",265
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Endangerment with potential for serious harm/death",73
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Abandoning a child child neglect and cruelty",248
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Unseaworthy/dangerous use of boat or ship",1
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," False alarm/interference with aircraft or air transport facilities",5
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Endangering traffic offences",146
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Kidnapping and related offences",124
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," False imprisonment",60
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Abduction of person under  years of age",33
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Human trafficking offences",31
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Robbery extortion and hijacking offences",2650
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Robbery of an establishment or institution",848
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Robbery of cash or goods in transit",26
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Robbery from the person",1656
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Blackmail or extortion",22
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Carjacking hijacking/unlawful seizure of aircraft/vessel",98
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Burglary and related offences",27682
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Aggravated burglary",315
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Burglary (not aggravated)",26724
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Possession of an article (with intent to burgle steal demand)",643
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Theft and related offences",77620
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Theft/taking of vehicle and related offences",7765
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Theft from person",5464
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Theft from shop",20876
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Other thefts handling stolen property",43515
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Fraud deception and related offences",5162
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Controlled drug offences",15863
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Importation of drugs",29
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Cultivation or manufacture of drugs",345
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Possession of drugs for sale or supply",3563
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Possession of drugs for personal use",11247
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Other drug offences",679
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Weapons and Explosives Offences",2472
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Explosives chemical weapons offences",50
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Discharging a firearm",134
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Possession of a firearm",198
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Offensive weapons offences (n.e.c.)",1977
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Fireworks offences",113
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Damage to property and to the environment",27337
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Arson",1723
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Criminal damage (not arson)",25366
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Litter offences",248
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Public order and other social code offences",32620
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Disorderly conduct",26807
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Trespass offences",2816
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Liquor licensing offences",1272
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Prostitution offences",129
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Regulated betting/money collection/trading offences",292
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Social code offences (n.e.c.)",1304
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Offences against government justice procedures and organisation of crime",9762
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Offences against government and its agents",325
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Organisation of crime and conspiracy to commit crime",4
2014,"Lucan",388,540,209,19,573,1028,699,2,457,0,105,9,9,470,237,280,162," Perverting the course of justice",55
