Date,Location,Gender,Count, Abandoning a child child neglect and cruelty, Abduction of person under  years of age, Aggravated burglary, Aggravated sexual assault, Arson, Assault causing harm poisoning, Attempts/threats to murder assaults harassments and related offences, Blackmail or extortion, Burglary (not aggravated), Burglary and related offences, Carjacking hijacking/unlawful seizure of aircraft/vessel, Controlled drug offences, Criminal damage (not arson), Cultivation or manufacture of drugs, Damage to property and to the environment, Dangerous driving causing serious bodily harm, Dangerous driving leading to death, Dangerous or negligent acts, Defilement of a boy or girl less than  years old, Discharging a firearm, Disorderly conduct, Driving/in charge of a vehicle under the influence of drugs, Driving/in charge of a vehicle while over legal alcohol limit, Endangering traffic offences, Endangerment with potential for serious harm/death, Explosives chemical weapons offences, False alarm/interference with aircraft or air transport facilities, False imprisonment, Fireworks offences, Fraud deception and related offences, Harassment and related offences, Homicide offences, Human trafficking offences, Importation of drugs, Infanticide, Kidnapping and related offences, Liquor licensing offences, Litter offences, Manslaughter, Murder, Murder-attempt, Murder-threat, Offences against government and its agents, Offences against government justice procedures and organisation of crime, Offences while in custody breach of court orders, Offensive weapons offences (n.e.c.), Organisation of crime and conspiracy to commit crime, Other assault, Other drug offences, Other sexual offences, Other thefts handling stolen property, Perverting the course of justice, Possession of a firearm, Possession of an article (with intent to burgle steal demand), Possession of drugs for personal use, Possession of drugs for sale or supply, Prostitution offences, Public order and other social code offences, Rape of a male or female, Regulated betting/money collection/trading offences, Robbery extortion and hijacking offences, Robbery from the person, Robbery of an establishment or institution, Robbery of cash or goods in transit, Sexual assault (not aggravated), Sexual offence involving mentally impaired person, Sexual offences, Social code offences (n.e.c.), Theft and related offences, Theft from person, Theft from shop, Theft/taking of vehicle and related offences, Trespass offences, Unseaworthy/dangerous use of boat or ship, Weapons and Explosives Offences,Month,Unemploy.u25,Unemploy.25+,Unemploy.allages,Category,sw.u25,sw.25+,sw.allages,Administrative Civil Servants,An Garda Siochana,An Garda Siochana (excl. overtime),Civil Service,Commercial Semi-State Companies,Defence,Education,Industrial Civil Servants,Local Authorities,Non-Commercial Semi-State Companies,Non-Local Authority Regional Bodies,Others in the Public Sector,Primary education,Prison Officers,Public Sector (excluding Health),Regional Bodies,Secondary education (excl. VECs & ITs),Semi-State Companies,Third level education (excl. VECs & ITs),VECs and Institutes of Technology,New House Prices (Euro),Second Hand House Prices (Euro)
2011,Not Specified,Not Specified,554,197,13,334,9,2304,3541,17152,24,27232,28196,100,17572,32610,579,35146,13,29,9691,144,163,42077,422,8745,205,101,80,5,77,343,5493,2080,81,25,40,0,115,2313,232,10,42,8,392,448,10013,9453,2614,22,11131,530,151,42627,90,284,630,12606,3817,218,48952,446,297,2954,1713,1075,42,1194,14,1958,495,76664,3641,19915,10481,3552,3,3484,11,92.8,353.8,261,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Not Specified,554,197,13,334,9,2304,3541,17152,24,27232,28196,100,17572,32610,579,35146,13,29,9691,144,163,42077,422,8745,205,101,80,5,77,343,5493,2080,81,25,40,0,115,2313,232,10,42,8,392,448,10013,9453,2614,22,11131,530,151,42627,90,284,630,12606,3817,218,48952,446,297,2954,1713,1075,42,1194,14,1958,495,76664,3641,19915,10481,3552,3,3484,12,91,354,263,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Not Specified,554,197,13,334,9,2304,3541,17152,24,27232,28196,100,17572,32610,579,35146,13,29,9691,144,163,42077,422,8745,205,101,80,5,77,343,5493,2080,81,25,40,0,115,2313,232,10,42,8,392,448,10013,9453,2614,22,11131,530,151,42627,90,284,630,12606,3817,218,48952,446,297,2954,1713,1075,42,1194,14,1958,495,76664,3641,19915,10481,3552,3,3484,1,35.1,124.4,89.3,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Not Specified,554,197,13,334,9,2304,3541,17152,24,27232,28196,100,17572,32610,579,35146,13,29,9691,144,163,42077,422,8745,205,101,80,5,77,343,5493,2080,81,25,40,0,115,2313,232,10,42,8,392,448,10013,9453,2614,22,11131,530,151,42627,90,284,630,12606,3817,218,48952,446,297,2954,1713,1075,42,1194,14,1958,495,76664,3641,19915,10481,3552,3,3484,2,33.1,121.1,87.9,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Not Specified,554,197,13,334,9,2304,3541,17152,24,27232,28196,100,17572,32610,579,35146,13,29,9691,144,163,42077,422,8745,205,101,80,5,77,343,5493,2080,81,25,40,0,115,2313,232,10,42,8,392,448,10013,9453,2614,22,11131,530,151,42627,90,284,630,12606,3817,218,48952,446,297,2954,1713,1075,42,1194,14,1958,495,76664,3641,19915,10481,3552,3,3484,3,31.5,120,88.5,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Not Specified,554,197,13,334,9,2304,3541,17152,24,27232,28196,100,17572,32610,579,35146,13,29,9691,144,163,42077,422,8745,205,101,80,5,77,343,5493,2080,81,25,40,0,115,2313,232,10,42,8,392,448,10013,9453,2614,22,11131,530,151,42627,90,284,630,12606,3817,218,48952,446,297,2954,1713,1075,42,1194,14,1958,495,76664,3641,19915,10481,3552,3,3484,4,30.7,121.2,90.5,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Not Specified,554,197,13,334,9,2304,3541,17152,24,27232,28196,100,17572,32610,579,35146,13,29,9691,144,163,42077,422,8745,205,101,80,5,77,343,5493,2080,81,25,40,0,115,2313,232,10,42,8,392,448,10013,9453,2614,22,11131,530,151,42627,90,284,630,12606,3817,218,48952,446,297,2954,1713,1075,42,1194,14,1958,495,76664,3641,19915,10481,3552,3,3484,5,30,122.2,92.2,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Not Specified,554,197,13,334,9,2304,3541,17152,24,27232,28196,100,17572,32610,579,35146,13,29,9691,144,163,42077,422,8745,205,101,80,5,77,343,5493,2080,81,25,40,0,115,2313,232,10,42,8,392,448,10013,9453,2614,22,11131,530,151,42627,90,284,630,12606,3817,218,48952,446,297,2954,1713,1075,42,1194,14,1958,495,76664,3641,19915,10481,3552,3,3484,6,29.7,122.9,93.1,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Not Specified,554,197,13,334,9,2304,3541,17152,24,27232,28196,100,17572,32610,579,35146,13,29,9691,144,163,42077,422,8745,205,101,80,5,77,343,5493,2080,81,25,40,0,115,2313,232,10,42,8,392,448,10013,9453,2614,22,11131,530,151,42627,90,284,630,12606,3817,218,48952,446,297,2954,1713,1075,42,1194,14,1958,495,76664,3641,19915,10481,3552,3,3484,7,30.2,128.3,98.1,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Not Specified,554,197,13,334,9,2304,3541,17152,24,27232,28196,100,17572,32610,579,35146,13,29,9691,144,163,42077,422,8745,205,101,80,5,77,343,5493,2080,81,25,40,0,115,2313,232,10,42,8,392,448,10013,9453,2614,22,11131,530,151,42627,90,284,630,12606,3817,218,48952,446,297,2954,1713,1075,42,1194,14,1958,495,76664,3641,19915,10481,3552,3,3484,8,30.8,126.9,96.1,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Not Specified,554,197,13,334,9,2304,3541,17152,24,27232,28196,100,17572,32610,579,35146,13,29,9691,144,163,42077,422,8745,205,101,80,5,77,343,5493,2080,81,25,40,0,115,2313,232,10,42,8,392,448,10013,9453,2614,22,11131,530,151,42627,90,284,630,12606,3817,218,48952,446,297,2954,1713,1075,42,1194,14,1958,495,76664,3641,19915,10481,3552,3,3484,9,30.5,130.4,99.8,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Not Specified,554,197,13,334,9,2304,3541,17152,24,27232,28196,100,17572,32610,579,35146,13,29,9691,144,163,42077,422,8745,205,101,80,5,77,343,5493,2080,81,25,40,0,115,2313,232,10,42,8,392,448,10013,9453,2614,22,11131,530,151,42627,90,284,630,12606,3817,218,48952,446,297,2954,1713,1075,42,1194,14,1958,495,76664,3641,19915,10481,3552,3,3484,10,32.1,129.7,97.7,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Not Specified,554,197,13,334,9,2304,3541,17152,24,27232,28196,100,17572,32610,579,35146,13,29,9691,144,163,42077,422,8745,205,101,80,5,77,343,5493,2080,81,25,40,0,115,2313,232,10,42,8,392,448,10013,9453,2614,22,11131,530,151,42627,90,284,630,12606,3817,218,48952,446,297,2954,1713,1075,42,1194,14,1958,495,76664,3641,19915,10481,3552,3,3484,11,33.4,131.8,98.4,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Not Specified,554,197,13,334,9,2304,3541,17152,24,27232,28196,100,17572,32610,579,35146,13,29,9691,144,163,42077,422,8745,205,101,80,5,77,343,5493,2080,81,25,40,0,115,2313,232,10,42,8,392,448,10013,9453,2614,22,11131,530,151,42627,90,284,630,12606,3817,218,48952,446,297,2954,1713,1075,42,1194,14,1958,495,76664,3641,19915,10481,3552,3,3484,12,32.9,132,99.1,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Not Specified,554,197,13,334,9,2304,3541,17152,24,27232,28196,100,17572,32610,579,35146,13,29,9691,144,163,42077,422,8745,205,101,80,5,77,343,5493,2080,81,25,40,0,115,2313,232,10,42,8,392,448,10013,9453,2614,22,11131,530,151,42627,90,284,630,12606,3817,218,48952,446,297,2954,1713,1075,42,1194,14,1958,495,76664,3641,19915,10481,3552,3,3484,1,58.1,218.4,160.3,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Not Specified,554,197,13,334,9,2304,3541,17152,24,27232,28196,100,17572,32610,579,35146,13,29,9691,144,163,42077,422,8745,205,101,80,5,77,343,5493,2080,81,25,40,0,115,2313,232,10,42,8,392,448,10013,9453,2614,22,11131,530,151,42627,90,284,630,12606,3817,218,48952,446,297,2954,1713,1075,42,1194,14,1958,495,76664,3641,19915,10481,3552,3,3484,2,57.4,215.5,158.1,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Not Specified,554,197,13,334,9,2304,3541,17152,24,27232,28196,100,17572,32610,579,35146,13,29,9691,144,163,42077,422,8745,205,101,80,5,77,343,5493,2080,81,25,40,0,115,2313,232,10,42,8,392,448,10013,9453,2614,22,11131,530,151,42627,90,284,630,12606,3817,218,48952,446,297,2954,1713,1075,42,1194,14,1958,495,76664,3641,19915,10481,3552,3,3484,3,56.5,213.9,157.4,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Not Specified,554,197,13,334,9,2304,3541,17152,24,27232,28196,100,17572,32610,579,35146,13,29,9691,144,163,42077,422,8745,205,101,80,5,77,343,5493,2080,81,25,40,0,115,2313,232,10,42,8,392,448,10013,9453,2614,22,11131,530,151,42627,90,284,630,12606,3817,218,48952,446,297,2954,1713,1075,42,1194,14,1958,495,76664,3641,19915,10481,3552,3,3484,4,54.8,212.3,157.4,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Not Specified,554,197,13,334,9,2304,3541,17152,24,27232,28196,100,17572,32610,579,35146,13,29,9691,144,163,42077,422,8745,205,101,80,5,77,343,5493,2080,81,25,40,0,115,2313,232,10,42,8,392,448,10013,9453,2614,22,11131,530,151,42627,90,284,630,12606,3817,218,48952,446,297,2954,1713,1075,42,1194,14,1958,495,76664,3641,19915,10481,3552,3,3484,5,54,212.5,158.5,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Not Specified,554,197,13,334,9,2304,3541,17152,24,27232,28196,100,17572,32610,579,35146,13,29,9691,144,163,42077,422,8745,205,101,80,5,77,343,5493,2080,81,25,40,0,115,2313,232,10,42,8,392,448,10013,9453,2614,22,11131,530,151,42627,90,284,630,12606,3817,218,48952,446,297,2954,1713,1075,42,1194,14,1958,495,76664,3641,19915,10481,3552,3,3484,6,53.8,213.9,160.1,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Not Specified,554,197,13,334,9,2304,3541,17152,24,27232,28196,100,17572,32610,579,35146,13,29,9691,144,163,42077,422,8745,205,101,80,5,77,343,5493,2080,81,25,40,0,115,2313,232,10,42,8,392,448,10013,9453,2614,22,11131,530,151,42627,90,284,630,12606,3817,218,48952,446,297,2954,1713,1075,42,1194,14,1958,495,76664,3641,19915,10481,3552,3,3484,7,53.8,215.1,161.2,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Not Specified,554,197,13,334,9,2304,3541,17152,24,27232,28196,100,17572,32610,579,35146,13,29,9691,144,163,42077,422,8745,205,101,80,5,77,343,5493,2080,81,25,40,0,115,2313,232,10,42,8,392,448,10013,9453,2614,22,11131,530,151,42627,90,284,630,12606,3817,218,48952,446,297,2954,1713,1075,42,1194,14,1958,495,76664,3641,19915,10481,3552,3,3484,8,59.5,220.9,161.4,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Not Specified,554,197,13,334,9,2304,3541,17152,24,27232,28196,100,17572,32610,579,35146,13,29,9691,144,163,42077,422,8745,205,101,80,5,77,343,5493,2080,81,25,40,0,115,2313,232,10,42,8,392,448,10013,9453,2614,22,11131,530,151,42627,90,284,630,12606,3817,218,48952,446,297,2954,1713,1075,42,1194,14,1958,495,76664,3641,19915,10481,3552,3,3484,9,55.3,216.2,160.9,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Not Specified,554,197,13,334,9,2304,3541,17152,24,27232,28196,100,17572,32610,579,35146,13,29,9691,144,163,42077,422,8745,205,101,80,5,77,343,5493,2080,81,25,40,0,115,2313,232,10,42,8,392,448,10013,9453,2614,22,11131,530,151,42627,90,284,630,12606,3817,218,48952,446,297,2954,1713,1075,42,1194,14,1958,495,76664,3641,19915,10481,3552,3,3484,10,58.1,219.7,161.6,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Not Specified,554,197,13,334,9,2304,3541,17152,24,27232,28196,100,17572,32610,579,35146,13,29,9691,144,163,42077,422,8745,205,101,80,5,77,343,5493,2080,81,25,40,0,115,2313,232,10,42,8,392,448,10013,9453,2614,22,11131,530,151,42627,90,284,630,12606,3817,218,48952,446,297,2954,1713,1075,42,1194,14,1958,495,76664,3641,19915,10481,3552,3,3484,11,59.4,222,162.6,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Not Specified,554,197,13,334,9,2304,3541,17152,24,27232,28196,100,17572,32610,579,35146,13,29,9691,144,163,42077,422,8745,205,101,80,5,77,343,5493,2080,81,25,40,0,115,2313,232,10,42,8,392,448,10013,9453,2614,22,11131,530,151,42627,90,284,630,12606,3817,218,48952,446,297,2954,1713,1075,42,1194,14,1958,495,76664,3641,19915,10481,3552,3,3484,12,58,222,163.9,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Not Specified,360440,442677,82237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Not Specified,362232,444299,82067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,Not Specified,359837,441193,81356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,Not Specified,360155,439571,79416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,Not Specified,359979,440947,80968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,Not Specified,370939,457948,87009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,Not Specified,380958,470284,89326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,Not Specified,380943,469713,88770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,Not Specified,356571,437441,80870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,Not Specified,352723,430432,77709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,Not Specified,354011,429567,75556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,Not Specified,360438,434784,74346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Not Specified,220214,289583,69369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Not Specified,222337,291733,69396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,Not Specified,223695,292876,69181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,Not Specified,225131,293203,68072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,Not Specified,229788,299633,69845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,Not Specified,238459,313694,75235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,Not Specified,243337,320701,77364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,Not Specified,245782,323097,77315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,Not Specified,235493,306557,71064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,Not Specified,232845,301333,68488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,Not Specified,232982,299891,66909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,Not Specified,235570,301453,65883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Not Specified,Both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Not Specified,113247,125696,12449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
